cleaned_text,label
have problems with canceling order unk_placeholder,0
i have a provlem with cancelling order unk_placeholder,0
assistance with cancelling purchase unk_placeholder,0
i need help canceling order unk_placeholder,0
i try to cancel order unk_placeholder,0
i have to cancel purchase unk_placeholder,0
i have problems with canceling purchase unk_placeholder,0
how do i cancel purchae unk_placeholder,0
i have a probllem with canceling order unk_placeholder,0
help canceling order unk_placeholder,0
i do not want this article cancel order unk_placeholder,0
can you help me canceling order unk_placeholder,0
cancel purchase unk_placeholder,0
i can no longer pay for purchase unk_placeholder,0
i want assistance cancelling order unk_placeholder,0
where could i cancel purchase unk_placeholder,0
help me cancelling purchase unk_placeholder,0
cancel purchase370795561790,0
i need help with canceling orer unk_placeholder,0
help canceling purchase unk_placeholder,0
i have gotr to cancel order unk_placeholder i need help,0
what do i have to do to cancel purchase unk_placeholder,0
question about canceling purchase unk_placeholder,0
question about cancelling purchase unk_placeholder,0
can ya help me cancel order unk_placeholder,0
i need help with cancelling order unk_placeholder,0
i need help to cancel purchase unk_placeholder,0
were can i cancel purchase unk_placeholder,0
i need help with canceling purchase unk_placeholder,0
can you help me to cancel purchase unk_placeholder,0
i want assistance to cancel order unk_placeholder,0
can uhelp me to cancel purchase unk_placeholder,0
i bought some bloody articles cancel order unk_placeholder,0
i can no longer afford order unk_placeholder could i cancel it,0
i need help with canceling order unk_placeholder,0
i need help with canxeling purchase unk_placeholder,0
i dont know how to cncel purchase unk_placeholder,0
i need assistance cancelling uprchase unk_placeholder,0
have problems wth canceling purchase unk_placeholder,0
i need assistance canceling order unk_placeholder,0
i have a problem with canceling purchase unk_placeholder,0
would it be possible to cancel purchase unk_placeholder,0
i have a problem with canceling purchase unk_placeholder,0
i no longer want order unk_placeholder i would like to cancel it,0
needassistance cancelling purchase unk_placeholder,0
need assistance to cancel orer unk_placeholder,0
i want assisgance cancelling order unk_placeholder,0
i cant afford purchase unk_placeholder could you cancel it,0
i need help with cancelling purchase unk_placeholder,0
is it possible to cancel purchase unk_placeholder,0
could you help me cancelling purchase unk_placeholder,0
cancel purchase00123842,0
where can i cancel purchase unk_placeholder,0
where could i cancel purchase unk_placeholder,0
i do not know how i can cancel order unk_placeholder,0
assistance with cancelling purchase unk_placeholder,0
can you help me canceling purchase unk_placeholder,0
cancel purchase unk_placeholder,0
where can i cancel purchase unk_placeholder,0
i try to cancel purchase unk_placeholder,0
i dont knwo how i can cancel purchase unk_placeholder,0
cancelling purchase unk_placeholder,0
i want help cancelling order unk_placeholder,0
i cant pay for purchase unk_placeholder,0
can uhelp me cancelling purchazse unk_placeholder,0
questionn about canceling order unk_placeholder,0
i am trying to cancel purchase unk_placeholder,0
cancel purchase113542617735902,0
i do not know how i can cancel order unk_placeholder,0
i have a proble with canceling purchase unk_placeholder,0
i do not want this item cancel order unk_placeholder,0
help me to cancel purchase unk_placeholder,0
i dont know how i can cancel purchase unk_placeholder,0
how could i cancel purchase unk_placeholder,0
assistance to cancel purchase unk_placeholder,0
i need assistance canceling order unk_placeholder,0
need assistance cancelling purchase unk_placeholder,0
i have problems with canceling purchase unk_placeholder,0
can uhelp me cancelling order unk_placeholder,0
i cannot pay for these product how do i cancel the order,0
i have bought some item i have to cancel order unk_placeholder,0
assistance cancelling purchase unk_placeholder,0
need assistance cancelling order unk_placeholder,0
i am trying to cancel purchase unk_placeholder,0
i need assistance tocancel order unk_placeholder,0
can uhelp me canceling purchase unk_placeholder,0
could you help me to cancel purchase unk_placeholder,0
i have a question about canceling order unk_placeholder,0
i need to cancel order unk_placeholder,0
can you help me cancelling purchase unk_placeholder,0
need help to cancel purchase unk_placeholder,0
assistance with canceling order unk_placeholder,0
where do i cancel order unk_placeholder,0
i want to cancel purchase unk_placeholder,0
can ya help me cancel purchzse unk_placeholder,0
can uhelp me to cancel purchase unk_placeholder,0
i do not know how to cancel purchase unk_placeholder,0
can you help me canceling purchase unk_placeholder,0
assistance cancelling order unk_placeholder,0
where could i cancel purchase unk_placeholder,0
can uhelp me cancelling purchase unk_placeholder,0
i purchased some damn product help me cancel order unk_placeholder,0
i ordered some article cancel purchase unk_placeholder,0
i have a problem with cancelling purchase unk_placeholder,0
assistance to cancel purchase unk_placeholder,0
where do i cancel order unk_placeholder,0
cancelling order unk_placeholder,0
i need assistance to cancel order unk_placeholder,0
help canceling purchase unk_placeholder,0
i want help to cancel order unk_placeholder,0
i cannot pay for purchase unk_placeholder,0
how could i cancel purchase unk_placeholder,0
where do i cancel purchase unk_placeholder,0
i cant afford purchase unk_placeholder,0
i want help cancelling purchase unk_placeholder,0
is it possible to cxancel order unk_placeholder,0
i have problems with cancelling order unk_placeholder,0
can ya help me cancel purchase unk_placeholder,0
im trying to cancel purchase unk_placeholder,0
i dont wat order unk_placeholder cancel it,0
canceling purchase unk_placeholder,0
is it possible to cancel purchase unk_placeholder,0
where to cancel purchase unk_placeholder,0
i want help to cancel order unk_placeholder,0
i do not know how i can canmcel order unk_placeholder,0
problems with cancelling purchase unk_placeholder,0
i need assistance to cancel order unk_placeholder,0
i have a problem with cancelling purchase unk_placeholder,0
help with cancelling purchase unk_placeholder,0
question about canceling purchase unk_placeholder,0
i want help canceling order unk_placeholder,0
i am trying to cancel purchaes unk_placeholder,0
need assistance with canceling order unk_placeholder,0
want help to cancel purchase unk_placeholder,0
i cannot afford purchase unk_placeholder,0
i dont know how to cancel purchase unk_placeholder,0
i dont know how i can cancel purchase unk_placeholder,0
i have problems with cancelling purchase unk_placeholder,0
i dont know what to do to cancel purchase unk_placeholder,0
i want assistance to cancel purchase unk_placeholder,0
can uhelp me canceling purchase unk_placeholder,0
i dont want oredr unk_placeholder,0
i want help canceling purchase unk_placeholder,0
i do not know how i ca cancel order unk_placeholder,0
assistance with canceling order unk_placeholder,0
canmcel order unk_placeholder,0
help me cancelling purchase unk_placeholder,0
i want help canceling purchase unk_placeholder,0
can you help me camceling the purchase i made,0
could you help me cancelling purchase unk_placeholder,0
can uhelp me cancelliung order unk_placeholder,0
need assistance to cancel purchase unk_placeholder,0
i want help to cancel purchase unk_placeholder,0
help me to cancel purchase unk_placeholder,0
i cannot poay for purchase unk_placeholder,0
have a problem with cancelling order unk_placeholder,0
i need help canceling purchase unk_placeholder,0
would it be possible to cancel purchase unk_placeholder,0
i no longer want purchase unk_placeholder,0
iwant assistance canceling order unk_placeholder,0
could you help me to cancel purchase unk_placeholder,0
i want assistance canceling purchyase unk_placeholder,0
cancelling purchase unk_placeholder,0
i need help with cancellng order unk_placeholder,0
where do i cancel purchase unk_placeholder,0
i have got to cancel purchase unk_placeholder help me,0
could you help me canceling purchase unk_placeholder,0
i have problems with cancelling purchase unk_placeholder,0
i want assistance canceling purchase unk_placeholder,0
i do not knwo what i need to do to cancel order unk_placeholder,0
can uhelp me cancelling purchase unk_placeholder,0
can you help me canceling purchase unk_placeholder,0
i cannot afford purchase unk_placeholder,0
i no longer want order unk_placeholder,0
help me cancelling purchase unk_placeholder,0
help canceling purchase unk_placeholder,0
i need assistance canceling ordr unk_placeholder,0
i do not know what to do to cancel purchase unk_placeholder,0
need assistance withcanceling purchase unk_placeholder,0
can you help me cancelling purchase unk_placeholder,0
i dont know how i can cancel purchase unk_placeholder,0
i do not know how to cancel purchase unk_placeholder,0
i want assistance cancelling purchase unk_placeholder,0
how to cancel purchase unk_placeholder,0
question about cancelling order unk_placeholder,0
can you help me cancelling the bloody purchase i made,0
